danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
0.8009999999999999,0.908,2,,1,0.221,0.00253,0.000655,0.0698,0.805,174.558,audio_features,278387,4,Underground Rap,Ambitionz Az A Ridah,, Ambitionz Az A Ridah
0.92,0.8909999999999999,3,,0,0.253,0.0313,0.0,0.083,0.311,190.59,audio_features,161600,4,Underground Rap,The Next Episode,, The Next Episode
0.607,0.431,1,-9.077,0,0.205,0.215,0.000503,0.126,0.0885,145.869,audio_features,145613,4,Underground Rap,FALL IN LOVE,, FALL IN LOVE
0.6609999999999999,0.363,0,-10.614,1,0.0801,0.39,0.0032,0.0593,0.217,168.959,audio_features,152736,4,Underground Rap,Resurrection,, Resurrection
0.662,0.727,7,-5.653,1,0.219,0.274,0.0,0.5379999999999999,0.43,140.06799999999998,audio_features,105604,4,Underground Rap,Hair,, Hair
0.6509999999999999,0.34600000000000003,11,-8.113,1,0.0332,0.755,0.0,0.115,0.593,134.93,audio_features,118400,4,Underground Rap,walk away as the door slams - acoustic,, walk away as the door slams - acoustic
0.526,0.526,4,-11.774,0,0.335,0.489,0.0,0.175,0.246,168.456,audio_features,209107,4,Underground Rap,Slipknot,, Slipknot
0.66,0.456,5,-9.414,0,0.329,0.8759999999999999,0.0,0.106,0.306,149.46200000000005,audio_features,157303,4,Underground Rap,Alone As A Facetat,, Alone As A Facetat
0.762,0.383,5,-10.098,0,0.202,0.349,0.0,0.127,0.44,185.894,audio_features,134213,4,Underground Rap,Bitchuary,, Bitchuary
0.435,0.84,8,-2.943,1,0.0442,0.0219,0.00677,0.318,0.29,169.921,audio_features,169500,4,Underground Rap,banana pie,, banana pie
0.6829999999999999,0.456,1,-9.001,1,0.452,0.111,0.0,0.141,0.731,150.684,audio_features,94700,4,Underground Rap,most wanted,, most wanted
0.67,0.927,1,,1,0.265,0.0245,4.9700000000000015e-05,0.29100000000000004,0.383,191.064,audio_features,249920,4,Underground Rap,Séance Of Shamans,, Séance Of Shamans
0.84,0.5529999999999999,0,-12.398,1,0.0509,0.489,0.86,0.0842,0.0661,120.036,audio_features,192048,4,Underground Rap,AsTheAncientHawaiiansUsedToSay,, AsTheAncientHawaiiansUsedToSay
0.563,0.679,3,-6.994,0,0.436,0.358,0.0,0.233,0.7290000000000001,196.956,audio_features,137561,4,Underground Rap,Canadian Goose,, Canadian Goose
0.328,0.619,0,-7.136,1,0.282,0.266,1.95e-06,0.17800000000000002,0.405,134.306,audio_features,180600,4,Underground Rap,Hate Me,, Hate Me
0.7829999999999999,0.904,2,-4.169,0,0.0934,0.35200000000000004,0.00038,0.135,0.495,150.011,audio_features,124108,4,Underground Rap,Slangin',, Slangin'
0.7809999999999999,0.504,10,-7.72,0,0.0361,0.118,0.146,0.114,0.0793,124.032,audio_features,247989,4,Underground Rap,Vices,, Vices
0.736,0.903,10,-3.235,0,0.127,0.0889,0.0,0.129,0.457,190.094,audio_features,211573,4,Underground Rap,Young Jesus,, Young Jesus
0.615,0.66,9,-5.55,0,0.032,0.0298,0.0,0.106,0.185,115.037,audio_features,214293,4,Underground Rap,IDGAF,, IDGAF
0.883,0.616,0,-7.218,0,0.274,0.014,1.48e-06,0.0967,0.482,141.969,audio_features,315973,4,Underground Rap,"Guwop (feat. Quavo, Offset and Young Scooter)",," Guwop (feat. Quavo, Offset and Young Scooter)"
0.624,0.708,10,,0,0.147,0.0007769999999999999,0.0033200000000000005,0.643,0.503,167.77599999999995,audio_features,174120,4,Underground Rap,Willing a Destruction onto Humanity,, Willing a Destruction onto Humanity
0.913,0.632,0,,1,0.385,0.163,2.62e-06,0.208,0.344,139.892,audio_features,250947,4,Underground Rap,OG Kush Diet,, OG Kush Diet
0.759,0.4970000000000001,1,,1,0.0459,0.161,1.07e-05,0.108,0.0386,199.992,audio_features,129672,4,Underground Rap,Evolution (Pretty Good Movie/Pretty Good Theory),, Evolution (Pretty Good Movie/Pretty Good Theory)
0.773,0.52,6,-7.02,1,0.349,0.3,2.26e-06,0.0951,0.6659999999999999,158.06,audio_features,111867,4,Underground Rap,Squeeze,, Squeeze
0.927,0.33,1,-11.088,1,0.39,0.0577,1.19e-05,0.177,0.251,197.898,audio_features,208840,4,Underground Rap,Rack City,, Rack City
0.895,0.6809999999999999,7,,0,0.358,0.157,0.0,0.189,0.5539999999999999,121.918,audio_features,240000,4,Underground Rap,2 Phones,, 2 Phones
0.741,0.462,1,-9.354,1,0.248,0.0492,0.0,0.11,0.267,140.122,audio_features,123529,4,Underground Rap,Versatile,, Versatile
0.7979999999999999,0.657,11,,0,0.245,0.0294,0.0205,0.132,0.0695,140.001,audio_features,219668,4,Underground Rap,Mortuary,, Mortuary
0.8690000000000001,0.523,0,-7.9129999999999985,1,0.34600000000000003,0.0838,0.0,0.11,0.485,104.084,audio_features,185256,4,Underground Rap,07 Lynch (feat. Daboii),, 07 Lynch (feat. Daboii)
0.574,0.7040000000000001,8,,1,0.908,0.00525,0.0,0.0976,0.0975,205.758,audio_features,106083,4,Underground Rap,WhereYoSafeAt,, WhereYoSafeAt
0.769,0.455,9,,0,0.273,0.529,0.0,0.195,0.596,170.02,audio_features,173151,4,Underground Rap,Hard Knock,, Hard Knock
0.531,0.578,10,-10.93,0,0.0444,0.53,0.237,0.0841,0.0883,173.96400000000003,audio_features,132048,4,Underground Rap,Heathen (feat. Eddy Baker),, Heathen (feat. Eddy Baker)
0.7440000000000001,0.35700000000000004,10,,0,0.0971,0.0206,1.6899999999999994e-05,0.132,0.114,156.06,audio_features,203027,4,Underground Rap,lil jeep,, lil jeep
0.591,0.931,11,-3.708,0,0.331,0.0347,0.00498,0.0732,0.467,169.894,audio_features,219067,4,Underground Rap,You Have One Devil but Five Angels,, You Have One Devil but Five Angels
0.752,0.249,1,-16.132,1,0.204,0.384,1.64e-05,0.207,0.172,144.016,audio_features,316865,4,Underground Rap,Shaded Summers,, Shaded Summers
0.888,0.906,1,-4.0280000000000005,1,0.365,0.221,0.000474,0.266,0.477,125.033,audio_features,137822,4,Underground Rap,Tartarus,, Tartarus
0.8909999999999999,0.894,9,-1.755,1,0.201,0.268,0.0668,0.0871,0.95,150.023,audio_features,83263,4,Underground Rap,Little Bitch,, Little Bitch
0.809,0.5820000000000001,0,,1,0.0986,0.122,0.0,0.223,0.0784,139.977,audio_features,83573,4,Underground Rap,BABYWIPES,, BABYWIPES
0.732,0.529,2,-5.47,1,0.0498,0.000968,0.00915,0.168,0.0381,127.996,audio_features,165068,4,Underground Rap,Omen,, Omen
0.545,0.517,0,-8.681000000000001,0,0.0359,0.0459,0.007240000000000002,0.15,0.115,120.044,audio_features,280520,4,Underground Rap,Broken Smile (My All),, Broken Smile (My All)
0.662,0.396,9,-12.8,1,0.0726,0.177,7.35e-05,0.0785,0.0372,127.741,audio_features,129816,3,Underground Rap,SunnyDay,, SunnyDay
0.828,0.581,0,-2.659,1,0.0429,0.0423,0.000903,0.109,0.145,133.999,audio_features,200627,4,Underground Rap,Broken,, Broken
0.797,0.443,1,-10.652,0,0.273,0.212,3.52e-06,0.0817,0.0598,135.148,audio_features,199706,4,Underground Rap,"Let's Do It (feat. Trill Sammy, Ugly God & Famous Dex)",," Let's Do It (feat. Trill Sammy, Ugly God & Famous Dex)"
0.7559999999999999,0.76,4,-4.912,1,0.0493,0.0105,0.00172,0.498,0.256,104.986,audio_features,140000,4,Underground Rap,DON'T TRUST ANYONE! ($UICIDEBOY$ X TRAVIS BARKER),, DON'T TRUST ANYONE! ($UICIDEBOY$ X TRAVIS BARKER)
0.742,0.485,0,-8.981,0,0.111,0.134,0.0,0.0582,0.337,157.02,audio_features,178612,1,Underground Rap,Like I Got It,, Like I Got It
0.773,0.627,1,,1,0.381,0.101,0.0974,0.91,0.111,130.032,audio_features,185293,4,Underground Rap,3 A.M.,, 3 A.M.
0.388,0.872,1,,0,0.204,0.00947,2.62e-06,0.103,0.479,179.93400000000003,audio_features,199249,4,Underground Rap,In the Coldness of a Dream,, In the Coldness of a Dream
0.8,0.826,1,-3.198,1,0.107,0.0706,4.76e-06,0.181,0.241,148.02100000000004,audio_features,123413,4,Underground Rap,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,, Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude
0.812,0.701,11,-5.334,1,0.277,0.000603,0.0,0.127,0.406,156.947,audio_features,110154,4,Underground Rap,V12,, V12
0.7170000000000001,0.29600000000000004,2,-14.913,1,0.123,0.0182,0.0307,0.0891,0.135,180.051,audio_features,191152,1,Underground Rap,On the Floor (feat. Lil Peep),, On the Floor (feat. Lil Peep)
0.7659999999999999,0.878,2,-5.19,1,0.504,0.0115,0.0,0.428,0.361,150.014,audio_features,110518,4,Underground Rap,SiCK IN THE HEAD,, SiCK IN THE HEAD
0.736,0.482,4,-8.242,1,0.196,0.327,0.0,0.229,0.608,140.064,audio_features,224507,4,Underground Rap,Hard Work Pays Off,, Hard Work Pays Off
0.938,0.5589999999999999,10,,1,0.312,0.0546,0.0,0.157,0.76,119.901,audio_features,141040,4,Underground Rap,Carbonated Water,, Carbonated Water
0.902,0.73,7,,1,0.13,0.0153,0.0,0.0933,0.4,200.094,audio_features,186890,4,Underground Rap,Don't Save Me,, Don't Save Me
0.924,0.7490000000000001,11,,0,0.27,0.128,1.17e-05,0.659,0.741,112.089,audio_features,232040,5,Underground Rap,Harlem Streets,, Harlem Streets
0.737,0.586,4,-3.901,1,0.0638,0.00123,0.000169,0.293,0.146,144.042,audio_features,135000,5,Underground Rap,Stop Calling Us Horrorcore,, Stop Calling Us Horrorcore
0.6659999999999999,0.35,1,-14.523,0,0.0663,0.0355,7.209999999999999e-05,0.0868,0.149,159.986,audio_features,144274,4,Underground Rap,Heart,, Heart
0.8140000000000001,0.392,3,-16.984,0,0.0428,0.0465,0.0427,0.139,0.331,119.984,audio_features,145450,4,Underground Rap,Hear Yee,, Hear Yee
0.449,0.645,4,-4.784,0,0.0366,0.00956,0.008459999999999999,0.107,0.0589,109.846,audio_features,207442,4,Underground Rap,Swan,, Swan
0.7240000000000001,0.456,1,,1,0.0379,0.0542,0.0,0.387,0.27,105.503,audio_features,145554,4,Underground Rap,Fully Hydrated,, Fully Hydrated
0.884,0.797,5,,1,0.129,0.21,0.00016,0.575,0.0386,129.91299999999998,audio_features,99692,4,Underground Rap,Don't Be a Hoe,, Don't Be a Hoe
0.821,0.6509999999999999,1,,1,0.0569,0.113,3.49e-06,0.248,0.123,111.01,audio_features,139154,4,Underground Rap,Resin,, Resin
0.8170000000000001,0.493,1,,1,0.57,0.00727,0.0,0.0676,0.5329999999999999,160.08100000000005,audio_features,116484,4,Underground Rap,Touchdown,, Touchdown
0.92,0.53,4,-7.399,0,0.341,0.187,0.0,0.103,0.363,123.968,audio_features,255483,4,Underground Rap,Offended (feat. Young Thug & 21 Savage),, Offended (feat. Young Thug & 21 Savage)
0.725,0.7040000000000001,1,,1,0.34,0.131,9.65e-05,0.398,0.81,190.108,audio_features,235227,4,Underground Rap,Blood Runs Cold,, Blood Runs Cold
0.853,0.417,9,-9.407,1,0.7909999999999999,0.174,0.0,0.314,0.652,155.964,audio_features,182880,4,Underground Rap,Zone 6,, Zone 6
0.7090000000000001,0.6579999999999999,7,-5.7879999999999985,1,0.0563,0.0117,0.0,0.573,0.217,138.971,audio_features,200373,4,Underground Rap,Tryna' Tryna',, Tryna' Tryna'
0.495,0.763,1,-5.706,1,0.149,0.0075400000000000016,0.0,0.27,0.272,173.34,audio_features,232107,4,Underground Rap,Trap Star,, Trap Star
0.901,0.6940000000000001,0,-2.8280000000000003,0,0.27,0.0511,0.0,0.119,0.284,200.132,audio_features,147342,4,Underground Rap,Roll The Dice,, Roll The Dice
0.7290000000000001,0.5379999999999999,7,,1,0.152,0.0218,0.0,0.339,0.173,160.94799999999995,audio_features,190380,4,Underground Rap,Crayola,, Crayola
0.885,0.7709999999999999,11,-5.356,1,0.31,0.006679999999999999,0.0,0.103,0.205,184.04,audio_features,284470,4,Underground Rap,Chase The Money,, Chase The Money
0.6559999999999999,0.542,7,-7.358,1,0.32299999999999995,0.0484,0.0,0.106,0.551,166.11,audio_features,142320,4,Underground Rap,Fine China,, Fine China
0.711,0.466,1,-12.305,1,0.243,0.0018,0.00409,0.309,0.7490000000000001,161.904,audio_features,152082,4,Underground Rap,Glizzy Hella Geekin,, Glizzy Hella Geekin
0.5920000000000001,0.457,9,-6.081,0,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04,audio_features,110886,4,Underground Rap,Hope,, Hope
0.865,0.562,10,,1,0.116,0.0304,0.0,0.21,0.459,147.952,audio_features,182560,4,Underground Rap,Leave Me,, Leave Me
0.6859999999999999,0.631,4,-7.457999999999998,0,0.386,0.583,0.0,0.329,0.65,172.55200000000005,audio_features,288667,4,Underground Rap,"Peruvian Cocaine (feat. C Rayz Walz, Pumpkinhead, Loucipher, Tonedeff, Diabolic & Poison Pen)",," Peruvian Cocaine (feat. C Rayz Walz, Pumpkinhead, Loucipher, Tonedeff, Diabolic & Poison Pen)"
0.75,0.387,1,-10.123,0,0.487,0.122,0.0,0.0993,0.7390000000000001,143.019,audio_features,102560,4,Underground Rap,Make It Back,, Make It Back
0.674,0.912,1,-4.864,1,0.0326,0.000125,0.129,0.0681,0.753,186.728,audio_features,254480,4,Underground Rap,Death Messiah,, Death Messiah
0.851,0.404,0,,1,0.124,0.386,2.49e-06,0.0733,0.0651,200.0,audio_features,150882,4,Underground Rap,Team,, Team
0.581,0.6729999999999999,0,-4.421,0,0.0549,0.0768,0.0,0.4,0.621,160.07299999999995,audio_features,171817,4,Underground Rap,Ring Ring (with Rvssian feat. Clever),, Ring Ring (with Rvssian feat. Clever)
0.713,0.632,1,-7.685,1,0.105,0.0589,1.44e-06,0.105,0.373,170.009,audio_features,181290,4,Underground Rap,romance361,, romance361
0.7959999999999999,0.551,6,-6.942,0,0.41,0.423,0.0,0.117,0.297,203.983,audio_features,173115,4,Underground Rap,Trust Nobody,, Trust Nobody
0.589,0.85,0,-5.03,1,0.215,0.42,0.0,0.623,0.784,176.554,audio_features,253545,4,Underground Rap,Future Teacherz,, Future Teacherz
0.6629999999999999,0.8909999999999999,9,,1,0.397,0.00363,0.0,0.19,0.463,162.00799999999995,audio_features,381720,4,Underground Rap,Annihilation Of The Evil Machine,, Annihilation Of The Evil Machine
0.7290000000000001,0.603,6,-6.7360000000000015,0,0.0666,0.0948,0.0,0.113,0.207,134.972,audio_features,243976,4,Underground Rap,Sanguine Paradise,, Sanguine Paradise
0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,audio_features,192200,4,Underground Rap,CAPO,, CAPO
0.745,0.642,7,,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000005,audio_features,131248,4,Underground Rap,Ransom,, Ransom
0.8440000000000001,0.807,1,-8.198,1,0.233,0.277,2e-05,0.155,0.618,171.968,audio_features,268827,4,Underground Rap,Leaving the Past,, Leaving the Past
0.411,0.89,3,-2.898,0,0.35700000000000004,0.0715,0.0,0.479,0.57,176.15900000000005,audio_features,232813,4,Underground Rap,Starlight,, Starlight
0.6509999999999999,0.96,7,,1,0.195,0.0758,0.0,0.23,0.588,174.12,audio_features,207673,4,Underground Rap,Our Father,, Our Father
0.6920000000000001,0.852,10,-4.976,0,0.201,0.0252,1.11e-06,0.882,0.908,182.956,audio_features,249733,4,Underground Rap,Shadow Business,, Shadow Business
0.619,0.939,1,-2.8480000000000003,1,0.256,0.0345,0.0,0.0643,0.71,183.968,audio_features,374439,4,Underground Rap,Seven,, Seven
0.684,0.8590000000000001,6,-3.442,1,0.171,0.0226,2.19e-05,0.0961,0.695,184.034,audio_features,276611,4,Underground Rap,Bloody Tears,, Bloody Tears
0.8320000000000001,0.872,9,-6.385,1,0.231,0.131,0.0,0.0961,0.5429999999999999,183.01,audio_features,218400,4,Underground Rap,Untitled,, Untitled
0.703,0.662,6,-7.6389999999999985,1,0.175,0.263,0.000135,0.254,0.093,130.025,audio_features,226187,4,Underground Rap,Living Through A Screen (Everything Is A Lie),, Living Through A Screen (Everything Is A Lie)
0.48,0.652,1,-10.661,0,0.37,0.007409999999999998,0.0,0.28,0.609,172.418,audio_features,305653,4,Underground Rap,Antagonistic Radio,, Antagonistic Radio
0.687,0.67,1,,0,0.36,0.335,1.71e-06,0.449,0.442,184.756,audio_features,228650,4,Underground Rap,Synthesis,, Synthesis
0.867,0.35700000000000004,10,,0,0.29100000000000004,0.482,2.85e-06,0.106,0.322,189.56,audio_features,142656,4,Underground Rap,TheGrandestNothing,, TheGrandestNothing
0.638,0.84,7,-6.455,1,0.239,0.161,0.0,0.387,0.476,192.006,audio_features,332533,4,Underground Rap,Artists in a Time of War,, Artists in a Time of War
0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,189.656,audio_features,224533,4,Underground Rap,Survival of the Fittest,, Survival of the Fittest
0.519,0.8740000000000001,1,-8.101,0,0.42,0.0541,1.89e-05,0.217,0.644,169.262,audio_features,293872,4,Underground Rap,Dead By Design,, Dead By Design
0.627,0.631,2,,1,0.058,0.0671,0.0,0.207,0.29100000000000004,184.852,audio_features,222331,4,Underground Rap,Conspiracy Of Silence Ft. Vinnie Paz,, Conspiracy Of Silence Ft. Vinnie Paz
0.431,0.7829999999999999,10,-4.819,0,0.339,0.0379,0.0,0.758,0.637,170.453,audio_features,344283,4,Underground Rap,Terrorist? - Pt. 2,, Terrorist? - Pt. 2
0.345,0.907,8,-2.985,0,0.107,0.305,0.0,0.377,0.329,182.788,audio_features,251308,3,Underground Rap,Fraudulent Cloth (feat. Eamon),, Fraudulent Cloth (feat. Eamon)
0.872,0.675,1,,1,0.217,0.313,0.0,0.122,0.5760000000000001,138.031,audio_features,127617,4,Underground Rap,Don't Give A Fuck - Soul Doubt Remix,, Don't Give A Fuck - Soul Doubt Remix
0.569,0.74,1,-4.714,1,0.11,0.00519,0.0,0.321,0.16699999999999998,182.024,audio_features,258953,4,Underground Rap,"7th Ghost (feat. Reef the Lost Cauze, Doap Nixon, Blacastan, Demoz & Vinnie Paz)",," 7th Ghost (feat. Reef the Lost Cauze, Doap Nixon, Blacastan, Demoz & Vinnie Paz)"
0.71,0.804,0,-5.481,0,0.14,0.0497,5.08e-05,0.188,0.473,196.018,audio_features,248640,4,Underground Rap,And Now (feat. Vinnie Paz & King Syze),, And Now (feat. Vinnie Paz & King Syze)
0.8440000000000001,0.8140000000000001,10,-4.587,0,0.301,0.0763,0.0,0.106,0.878,187.502,audio_features,230080,4,Underground Rap,If You Got Love,, If You Got Love
0.408,0.933,6,-4.737,0,0.345,0.0232,0.0,0.319,0.528,162.918,audio_features,227333,4,Underground Rap,Whatever It Takes,, Whatever It Takes
0.785,0.626,5,-5.505,1,0.33,0.073,0.0,0.0806,0.695,176.02599999999995,audio_features,160387,4,Underground Rap,Beautiful Mind,, Beautiful Mind
0.35700000000000004,0.935,10,-5.471,0,0.488,0.0356,0.0,0.477,0.5329999999999999,179.02700000000004,audio_features,224582,4,Underground Rap,"Sword and Bullet (feat. Doap Nixon, Crypt the Warchild, Demoz & Vinnie Paz)",," Sword and Bullet (feat. Doap Nixon, Crypt the Warchild, Demoz & Vinnie Paz)"
0.5,0.927,1,-2.067,1,0.307,0.0231,0.0,0.302,0.923,183.99400000000003,audio_features,119850,4,Underground Rap,D and D,, D and D
0.664,0.867,9,,0,0.195,0.0513,0.0423,0.32299999999999995,0.611,179.90599999999995,audio_features,272253,4,Underground Rap,When the Body Goes Cold,, When the Body Goes Cold
0.71,0.747,10,-5.44,0,0.386,0.0604,0.000283,0.103,0.675,176.30200000000005,audio_features,250462,4,Underground Rap,Last Days Reloaded,, Last Days Reloaded
0.584,0.963,11,-4.456,0,0.348,0.0316,0.00236,0.223,0.529,185.922,audio_features,167710,4,Underground Rap,Blood on My Hands,, Blood on My Hands
0.5539999999999999,0.884,10,-4.728,0,0.22,0.117,0.0,0.335,0.522,171.706,audio_features,175283,4,Underground Rap,There's No Wi-Fi in Valhalla,, There's No Wi-Fi in Valhalla
0.746,0.87,6,,1,0.341,0.461,0.0,0.5770000000000001,0.862,151.722,audio_features,318507,4,Underground Rap,The 4th Branch,, The 4th Branch
0.725,0.952,1,-1.694,1,0.242,0.0715,1.8e-06,0.331,0.512,193.788,audio_features,240400,4,Underground Rap,Levitibus,, Levitibus
0.635,0.736,2,,1,0.155,0.0929,0.0614,0.353,0.45,185.032,audio_features,212800,4,Underground Rap,Another Hundred Days In,, Another Hundred Days In
0.875,0.753,8,-6.899,0,0.0901,0.0405,9.87e-05,0.168,0.735,112.002,audio_features,210187,4,Underground Rap,Smoke Break,, Smoke Break
0.647,0.918,7,,1,0.382,0.132,6.89e-06,0.8959999999999999,0.358,189.656,audio_features,224440,4,Underground Rap,Society Is Brainwashed,, Society Is Brainwashed
0.5489999999999999,0.758,6,,0,0.359,0.292,0.0,0.5710000000000001,0.746,176.149,audio_features,235160,4,Underground Rap,Who Do We Trust?,, Who Do We Trust?
0.586,0.512,8,-8.818999999999997,0,0.0668,0.723,0.0002,0.119,0.235,151.714,audio_features,235480,4,Underground Rap,Snow On Tha Bluff,, Snow On Tha Bluff
0.544,0.7440000000000001,6,-5.007,1,0.0889,0.185,0.0,0.336,0.5720000000000001,147.398,audio_features,183947,4,Underground Rap,GO (feat. Juice WRLD),, GO (feat. Juice WRLD)
0.8140000000000001,0.512,8,,1,0.201,0.507,0.0,0.0975,0.542,140.105,audio_features,205094,4,Underground Rap,Cash,, Cash
0.867,0.4920000000000001,2,-8.088,1,0.279,0.253,0.0,0.28800000000000003,0.5670000000000001,120.981,audio_features,155482,4,Underground Rap,Want Beef?,, Want Beef?
0.779,0.6509999999999999,2,-6.01,1,0.165,0.28600000000000003,0.031,0.0793,0.16899999999999998,135.082,audio_features,157710,4,Underground Rap,Crucify Me Wearing Tommy,, Crucify Me Wearing Tommy
0.7440000000000001,0.7040000000000001,0,-6.9620000000000015,1,0.232,0.247,0.0,0.314,0.56,196.112,audio_features,195918,4,Underground Rap,Satish,, Satish
0.328,0.667,8,-8.634,1,0.0375,0.131,0.00104,0.101,0.0649,163.191,audio_features,135500,4,Underground Rap,TimeFliesWhenYoureHavingFun,, TimeFliesWhenYoureHavingFun
0.617,0.7829999999999999,0,,0,0.275,0.0865,0.0,0.16399999999999998,0.158,147.023,audio_features,159914,4,Underground Rap,Run It Back (Freestyle),, Run It Back (Freestyle)
0.77,0.599,2,-8.663,0,0.6609999999999999,0.0131,0.0,0.0711,0.4270000000000001,159.966,audio_features,179773,4,Underground Rap,Dyin Breed,, Dyin Breed
0.767,0.4970000000000001,10,-7.657,0,0.0476,0.0312,0.7240000000000001,0.104,0.29600000000000004,151.963,audio_features,97833,4,Underground Rap,MonsterMash,, MonsterMash
0.91,0.476,8,,1,0.53,0.0681,0.0,0.5720000000000001,0.787,125.182,audio_features,138292,3,Underground Rap,Puppets,, Puppets
0.69,0.345,0,,1,0.493,0.0653,0.00345,0.129,0.387,145.001,audio_features,174880,4,Underground Rap,Bang Off,, Bang Off
0.83,0.778,9,-4.3210000000000015,0,0.222,0.000417,0.0,0.0769,0.589,161.935,audio_features,124194,4,Underground Rap,Bitch,, Bitch
0.8640000000000001,0.871,1,-3.628,1,0.121,0.0221,2.77e-06,0.7340000000000001,0.624,126.005,audio_features,121965,4,Underground Rap,Pump Fake,, Pump Fake
0.865,0.6409999999999999,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,190.614,audio_features,263533,4,Underground Rap,I Like It (I Wanna Be Where You Are),, I Like It (I Wanna Be Where You Are)
0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,audio_features,286440,4,Underground Rap,93 'Til Infinity,, 93 'Til Infinity
0.872,0.932,7,,1,0.191,0.033,0.0,0.233,0.526,186.052,audio_features,276600,4,Underground Rap,The Shit is Real - DJ Premier Remix,, The Shit is Real - DJ Premier Remix
0.901,0.655,11,,0,0.273,0.00743,0.00629,0.173,0.807,192.01,audio_features,255533,4,Underground Rap,Mad Izm,, Mad Izm
0.769,0.682,1,-12.584,1,0.354,0.0252,0.000384,0.7020000000000001,0.433,182.972,audio_features,227827,4,Underground Rap,Resurrection,, Resurrection
0.6779999999999999,0.789,1,-5.016,1,0.325,0.215,0.0,0.341,0.799,192.126,audio_features,217500,4,Underground Rap,Bad Name - Remix,, Bad Name - Remix
0.5489999999999999,0.804,7,-6.115,1,0.366,0.103,0.0,0.18,0.7070000000000001,190.479,audio_features,201960,4,Underground Rap,Behind Bars,, Behind Bars
0.875,0.6579999999999999,0,-3.641,1,0.359,0.275,0.0,0.122,0.6609999999999999,184.078,audio_features,274093,4,Underground Rap,Hell on Earth (Front Lines),, Hell on Earth (Front Lines)
0.462,0.944,8,-2.938,1,0.315,0.312,0.000149,0.3670000000000001,0.65,172.33,audio_features,221627,4,Underground Rap,Above The Clouds,, Above The Clouds
0.48,0.385,4,,0,0.158,0.0436,0.0729,0.0901,0.149,150.016,audio_features,152616,4,Underground Rap,BadNews (ПлохиеНовости),, BadNews (ПлохиеНовости)
0.645,0.765,9,,1,0.392,0.0561,2.48e-05,0.464,0.302,200.032,audio_features,124865,3,Underground Rap,"Aite, Bet.",," Aite, Bet."
0.607,0.732,10,-6.779,0,0.336,0.0982,0.0,0.16,0.687,200.84,audio_features,178939,4,Underground Rap,Somebody (feat. Don Q),, Somebody (feat. Don Q)
0.813,0.5820000000000001,1,-7.559,1,0.0731,0.1,0.000259,0.107,0.787,163.24200000000005,audio_features,164747,4,Underground Rap,Shotta (feat. Megan Thee Stallion),, Shotta (feat. Megan Thee Stallion)
0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,audio_features,259333,4,Underground Rap,Sky Walker (feat. Travis Scott),, Sky Walker (feat. Travis Scott)
0.688,0.738,0,-6.609,1,0.315,0.102,0.0,0.327,0.716,161.94,audio_features,193709,4,Underground Rap,Ballin (feat. Missippi),, Ballin (feat. Missippi)
0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,172.00599999999997,audio_features,180522,4,Underground Rap,Going Bad (feat. Drake),, Going Bad (feat. Drake)
0.693,0.855,1,-3.399,1,0.37,0.0187,0.0,0.805,0.601,155.067,audio_features,103811,4,Underground Rap,Paper,, Paper
0.855,0.708,9,-7.0470000000000015,1,0.0703,0.00388,0.0747,0.0795,0.201,139.99200000000002,audio_features,182130,3,Underground Rap,Superstitions,, Superstitions
0.5870000000000001,0.772,4,-7.308,0,0.0592,0.8640000000000001,0.0,0.101,0.0918,105.996,audio_features,151824,4,Underground Rap,Memphis to La,, Memphis to La
0.914,0.313,1,-11.109000000000002,1,0.127,0.8029999999999999,0.0006230000000000001,0.122,0.0884,116.04,audio_features,99310,4,Underground Rap,Lame,, Lame
0.746,0.622,9,,1,0.0343,0.141,0.54,0.124,0.0832,119.973,audio_features,160560,4,Underground Rap,Live Forever,, Live Forever
0.669,0.6679999999999999,2,,1,0.341,0.51,1.26e-05,0.759,0.757,192.272,audio_features,237920,4,Underground Rap,Ain't No Way [Deluxe Edition] (feat. Mr. Sos & Anetra),, Ain't No Way [Deluxe Edition] (feat. Mr. Sos & Anetra)
0.435,0.318,6,-11.972,1,0.0894,0.794,0.00148,0.126,0.0815,139.268,audio_features,154357,4,Underground Rap,Aphrodite {The Aquatic Ape Theory},, Aphrodite {The Aquatic Ape Theory}
0.7120000000000001,0.731,9,-4.555,1,0.0335,0.00107,0.0,0.219,0.8759999999999999,118.016,audio_features,190893,4,Underground Rap,GONE (feat. Trippie Redd),, GONE (feat. Trippie Redd)
